Studynum,ID,CCAA,multicultural,economy,homosexuals,antiterrorist,decentralization,vote,candidate_IU,candidate_PSOE,candidate_PP,national_id,proud_Spain,weight
2915,1714,1,1,10,0,98,3,99,97,10,10,3,1,0.9546
2915,1715,1,2,2,0,9,3,3,8,6,4,3,2,0.9546
2915,1716,1,98,2,98,98,3,0,98,98,98,3,2,0.9546
2915,1717,1,2,5,1,1,3,0,98,98,98,3,2,0.9546
2915,1718,1,2,5,2,5,3,0,97,6,2,3,1,0.9546
2915,1719,1,3,3,3,5,3,1,2,2,7,2,1,0.9546
2915,1721,1,3,5,5,5,3,4,6,5,6,4,2,0.9546
2915,1722,1,3,3,3,5,3,2,8,5,5,3,1,0.9546
2915,1723,1,4,4,4,98,3,1,5,3,8,2,1,0.9546
2915,1724,1,4,2,2,5,3,99,5,5,5,3,2,0.9546
2915,1725,1,3,4,4,5,3,0,97,5,5,3,1,0.9546
2915,1726,1,3,4,1,6,3,1,97,3,5,3,2,0.9546
2915,1727,1,2,4,4,4,3,2,97,7,8,2,8,0.9546
2915,1728,1,1,5,5,0,1,1,0,0,9,3,1,0.9546
2915,1729,1,4,5,4,1,3,1,97,3,6,2,1,0.9546
2915,1730,1,1,2,2,7,3,2,97,8,6,2,2,0.9546
2915,1731,1,0,0,1,6,3,97,97,3,1,3,3,0.9546
2915,1732,1,5,4,4,5,3,99,97,3,3,1,2,0.9546
2915,1733,1,7,6,6,6,3,1,6,5,6,5,1,0.9546
2915,1735,1,9,8,1,3,3,1,5,5,8,3,2,0.9546
2915,1736,1,0,0,0,7,3,1,6,2,8,3,2,0.9546
2915,1737,1,98,98,98,98,3,0,97,98,98,3,1,0.9546
2915,1738,1,98,98,98,98,8,0,97,98,98,1,2,0.9546
2915,1739,1,5,8,0,98,3,0,97,0,0,3,2,0.9546
2915,1740,1,0,5,0,5,3,1,2,2,5,3,2,0.9546
2915,1742,1,98,0,0,0,3,1,97,98,98,3,1,0.9546
2915,1743,1,5,2,10,0,1,1,98,0,10,1,1,0.9546
2915,1744,1,5,3,0,1,1,0,97,4,0,3,1,0.9546
2915,1745,1,7,5,9,0,1,1,0,5,5,1,1,0.9546
2915,1746,1,1,10,0,0,2,4,7,7,4,3,1,0.9546
2915,1747,1,0,0,0,8,2,3,7,5,0,3,2,0.9546
2915,1748,1,0,3,2,4,4,0,3,7,4,4,1,0.9546
2915,1749,1,3,7,1,1,3,1,7,7,9,2,2,0.9546
2915,1750,1,2,5,10,0,1,1,97,0,10,2,1,0.9546
2915,1751,1,6,7,10,0,3,1,97,0,10,3,1,0.9546
2915,1752,1,5,5,4,0,3,1,5,3,8,3,2,0.9546
2915,1753,1,2,3,4,2,1,1,6,4,6,3,1,0.9546
2915,1754,1,5,7,2,0,3,1,97,0,5,3,1,0.9546
2915,1755,1,10,9,2,0,3,0,97,5,6,3,1,0.9546
2915,1756,1,7,3,2,3,3,1,5,8,7,4,1,0.9546
2915,1757,1,6,3,0,0,1,4,4,7,7,3,1,0.9546
2915,1759,1,5,4,8,5,3,2,4,8,6,3,2,0.9546
2915,1760,1,3,98,0,98,8,99,98,9,0,4,2,0.9546
2915,1761,1,3,7,8,1,1,1,1,0,9,3,2,0.9546
2915,1762,1,1,4,0,7,2,0,98,5,2,4,4,0.9546
2915,1763,1,3,5,9,10,5,1,98,6,7,4,2,0.9546
2915,1764,1,5,7,9,98,3,0,97,3,5,3,1,0.9546
2915,1765,1,2,5,8,0,1,0,5,7,5,3,1,0.9546
2915,1767,1,5,3,0,0,3,1,5,7,8,3,1,0.9546
2915,1768,1,98,6,98,8,3,1,97,7,7,3,2,0.9546
2915,1769,1,5,3,1,0,1,1,3,5,6,1,2,0.9546
2915,1772,1,5,5,5,0,4,1,97,6,8,1,1,0.9546
2915,1773,1,98,98,98,98,8,0,97,98,98,5,1,0.9546
2915,1774,1,8,8,3,5,3,2,97,9,2,3,1,0.9546
2915,1775,1,5,8,1,0,4,1,97,5,10,1,1,0.9546
2915,1776,1,3,2,0,5,2,3,8,6,4,3,1,0.9546
2915,1777,1,0,0,0,0,3,2,97,8,6,3,1,0.9546
2915,1778,1,3,5,5,5,3,2,3,10,0,3,1,0.9546
2915,1779,1,5,0,0,0,1,3,6,0,0,3,2,0.9546
2915,1780,1,7,5,1,5,3,3,5,3,3,3,2,0.9546
2915,1781,1,0,5,0,0,3,2,97,7,5,3,1,0.9546
2915,1782,1,7,5,1,8,3,0,97,4,5,3,2,0.9546
2915,1783,1,7,3,2,2,2,2,97,9,3,3,2,0.9546
2915,1784,1,1,8,1,7,3,0,97,98,98,3,2,0.9546
2915,1785,1,0,5,10,0,8,15,97,98,98,3,1,0.9546
2915,1786,1,5,5,9,0,3,4,5,6,5,1,1,0.9546
2915,1787,1,8,5,3,0,3,1,97,3,9,3,2,0.9546
2915,1788,1,9,7,5,1,3,0,97,0,0,3,2,0.9546
2915,1790,1,6,1,5,1,1,0,98,8,9,3,1,0.9546
2915,1791,1,5,5,0,5,1,2,97,8,7,3,1,0.9546
2915,1793,1,1,1,1,98,3,2,98,9,5,3,1,0.9546
2915,1794,1,0,10,10,0,3,1,4,4,10,3,1,0.9546
2915,1795,1,98,10,0,8,3,5,97,7,0,4,1,0.9546
2915,1796,1,4,10,2,10,1,1,97,0,10,3,1,0.9546
2915,1797,1,7,5,0,0,3,99,98,98,98,3,2,0.9546
2915,1798,1,0,5,5,0,4,1,1,2,8,3,1,0.9546
2915,1799,1,10,0,0,10,3,0,97,7,5,3,1,0.9546
2915,1800,1,98,10,0,98,8,0,97,98,98,2,1,0.9546
2915,1801,1,98,98,98,98,8,99,97,98,98,3,2,0.9546
2915,1802,1,5,5,10,0,3,1,97,8,8,1,1,0.9546
2915,1803,1,7,98,98,98,2,3,8,5,98,3,2,0.9546
2915,1804,1,3,5,3,2,8,1,97,0,7,3,2,0.9546
2915,1805,1,3,98,7,3,4,99,97,98,98,3,2,0.9546
2915,1806,1,7,4,3,2,3,15,97,6,5,3,2,0.9546
2915,1807,1,3,2,2,8,8,1,97,9,5,2,2,0.9546
2915,1808,1,7,5,98,98,8,2,97,5,3,3,2,0.9546
2915,1809,1,2,2,8,2,5,2,97,10,6,3,1,0.9546
2915,1810,1,3,5,2,1,2,1,3,3,6,4,2,0.9546
2915,1811,1,7,5,8,2,8,0,97,0,7,4,2,0.9546
2915,1812,1,3,98,3,8,2,2,97,10,9,4,2,0.9546
2915,1813,1,98,98,98,98,8,99,97,98,98,3,2,0.9546
2915,1814,1,3,4,5,1,1,0,97,5,6,3,1,0.9546
2915,1815,1,4,5,3,8,2,1,99,6,4,1,1,0.9546
2915,1816,1,8,5,1,2,1,4,7,5,5,3,2,0.9546
2915,1818,1,8,8,8,7,2,2,99,7,7,1,1,0.9546
2915,1821,1,5,5,3,5,1,99,97,6,5,3,2,0.9546
2915,1822,1,4,4,4,6,2,4,99,4,4,1,1,0.9546
2915,1823,1,2,7,1,1,1,1,97,5,7,3,1,0.9546
2915,1824,1,5,5,8,8,3,1,97,7,6,1,1,0.9546
2915,1825,1,98,98,98,98,8,0,97,97,97,3,1,0.9546
2915,1826,1,4,4,3,3,8,2,97,6,6,3,1,0.9546
2915,1827,1,4,5,4,5,2,1,97,3,6,3,1,0.9546
2915,1828,1,0,0,2,0,2,0,5,8,2,1,2,0.9546
2915,1829,1,5,4,4,4,1,1,8,2,8,5,2,0.9546
2915,1830,1,1,98,98,98,8,1,97,97,98,3,1,0.9546
2915,1831,1,5,4,6,4,2,0,97,5,3,3,2,0.9546
2915,1832,1,2,4,2,6,3,1,97,5,5,3,1,0.9546
2915,1833,1,8,7,9,1,2,2,97,10,0,3,2,0.9546
2915,1834,1,2,7,2,5,3,4,8,4,2,3,2,0.9546
2915,1835,1,5,98,98,0,8,2,97,10,0,3,1,0.9546
2915,1836,1,98,0,0,98,8,1,97,10,6,3,1,0.9546
2915,1837,1,8,6,1,9,2,2,97,98,98,3,2,0.9546
2915,1838,1,5,7,10,1,1,0,97,98,98,3,2,0.9546
2915,1839,1,9,9,1,1,3,1,3,7,7,3,2,0.9546
2915,1840,1,5,2,1,5,3,15,98,5,5,3,2,0.9546
2915,1841,1,9,9,1,1,3,0,97,3,1,3,2,0.9546
2915,1842,1,7,8,1,1,3,4,3,5,2,3,2,0.9546
2915,1843,1,10,5,0,0,3,3,97,6,5,4,1,0.9546
2915,1844,1,2,98,98,98,8,2,97,97,97,3,2,0.9546
2915,1845,1,5,8,2,8,3,2,8,8,10,3,2,0.9546
2915,1846,1,4,5,1,8,3,1,2,2,5,3,2,0.9546
2915,1847,1,2,3,5,99,1,98,6,7,8,1,1,0.9546
2915,1848,1,5,3,3,1,1,1,3,2,6,2,2,0.9546
2915,1850,1,2,2,2,7,3,0,5,1,1,3,2,0.9546
2915,1851,1,5,2,3,1,2,0,97,2,2,3,1,0.9546
2915,1853,1,2,3,5,1,2,1,98,0,8,3,1,0.9546
2915,1854,1,4,2,0,0,3,4,97,4,3,2,1,0.9546
2915,1855,1,2,2,8,2,2,4,5,5,4,1,1,0.9546
2915,1857,1,0,0,0,10,5,15,4,5,1,7,2,0.9546
2915,1858,1,0,0,0,6,3,1,5,3,6,3,2,0.9546
2915,1859,1,0,0,0,10,4,2,10,9,0,3,2,0.9546
2915,1862,1,2,5,9,1,3,1,2,0,6,3,1,0.9546
2915,1863,1,8,8,8,6,2,2,97,8,6,3,1,0.9546
2915,1864,1,2,98,3,98,3,0,97,7,1,3,2,0.9546
2915,1865,1,5,3,0,0,8,2,3,5,0,3,1,0.9546
2915,1866,1,7,8,1,98,3,1,98,0,10,3,1,0.9546
2915,1867,1,6,5,0,8,3,2,3,10,3,3,1,0.9546
2915,1868,1,10,10,0,0,3,2,97,4,4,3,1,0.9546
2915,1869,1,7,9,0,0,3,2,97,7,5,4,1,0.9546
2915,1870,1,2,5,2,1,2,0,98,3,98,3,2,0.9546
2915,1871,1,1,7,1,5,1,3,10,0,0,3,2,0.9546
2915,1872,1,10,5,5,0,3,2,0,4,2,3,2,0.9546
2915,1873,1,1,8,8,98,3,99,97,98,98,3,1,0.9546
2915,1875,1,3,5,1,1,3,1,98,0,10,2,2,0.9546
2915,1877,1,8,9,2,98,8,0,97,3,5,4,2,0.9546
2915,1878,1,1,5,8,0,3,1,2,0,5,3,1,0.9546
2915,1879,1,2,4,1,7,3,1,98,0,8,1,1,0.9546
2915,1880,1,0,10,0,0,3,99,97,5,2,4,2,0.9546
2915,1881,1,99,2,1,0,8,0,98,6,5,4,1,0.9546
2915,1882,1,0,5,0,0,1,15,98,1,1,3,1,0.9546
2915,1884,1,1,5,5,0,2,2,0,0,0,3,1,0.9546
2915,1885,1,0,5,0,98,3,1,97,8,9,1,1,0.9546
2915,1886,1,98,98,98,98,8,0,97,98,98,3,1,0.9546
2915,1887,1,0,5,0,98,8,2,97,9,3,4,1,0.9546
2915,1888,1,10,10,0,10,3,2,97,5,8,1,1,0.9546
2915,1889,1,8,5,1,1,2,2,5,10,0,3,2,0.9546
2915,1890,1,98,98,98,98,8,0,97,98,98,1,2,0.9546
2915,1891,1,98,5,0,0,8,2,97,9,7,4,1,0.9546
2915,1892,1,8,3,1,1,3,99,3,7,8,3,2,0.9546
2915,1893,1,8,7,8,1,2,2,5,9,3,3,2,0.9546
2915,1894,10,10,5,2,10,3,1,2,5,7,2,2,0.7996
2915,1895,10,10,5,10,98,8,1,97,5,10,3,1,0.7996
2915,1896,10,0,5,0,4,3,1,3,6,7,3,2,0.7996
2915,1897,10,3,0,0,8,3,11,7,7,2,3,4,0.7996
2915,1898,10,1,1,6,0,4,0,7,8,9,3,2,0.7996
2915,1899,10,5,3,5,0,2,1,5,1,8,3,1,0.7996
2915,1900,10,9,5,10,0,3,1,5,1,10,2,1,0.7996
2915,1901,10,9,5,10,0,1,1,97,0,5,3,2,0.7996
2915,1902,10,8,3,0,10,4,77,97,5,5,3,2,0.7996
2915,1903,10,8,4,7,4,2,1,4,4,6,3,2,0.7996
2915,1904,10,5,3,2,1,2,4,5,4,4,3,1,0.7996
2915,1905,10,5,6,0,4,2,2,7,4,1,2,1,0.7996
2915,1906,10,3,4,3,4,3,2,5,5,3,3,2,0.7996
2915,1908,10,4,4,4,98,3,0,0,5,5,3,2,0.7996
2915,1909,10,1,0,2,7,4,3,8,4,2,3,3,0.7996
2915,1910,10,7,5,10,1,3,2,97,8,2,2,1,0.7996
2915,1911,10,5,5,8,5,1,1,2,0,8,3,1,0.7996
2915,1912,10,5,4,3,0,1,2,3,7,3,3,2,0.7996
2915,1914,10,5,5,0,3,3,2,5,8,6,3,1,0.7996
2915,1915,10,7,5,5,1,3,1,2,3,8,3,1,0.7996
2915,1916,10,2,3,0,2,2,11,4,3,2,3,2,0.7996
2915,1917,10,5,4,5,5,2,2,5,6,4,3,1,0.7996
2915,1918,10,8,5,8,2,3,2,4,9,5,3,1,0.7996
2915,1919,10,10,5,5,8,5,0,97,5,5,3,2,0.7996
2915,1920,10,5,5,0,5,3,2,98,7,7,3,1,0.7996
2915,1921,10,5,6,6,5,3,2,5,10,0,3,1,0.7996
2915,1922,10,2,4,4,5,5,1,97,6,7,3,3,0.7996
2915,1923,10,6,7,3,5,4,99,97,0,0,1,3,0.7996
2915,1924,10,2,5,4,8,3,2,0,10,0,3,1,0.7996
2915,1925,10,2,2,0,1,2,8,7,7,2,3,2,0.7996
2915,1926,10,2,2,0,1,2,3,7,7,2,3,2,0.7996
2915,1927,10,98,7,8,1,2,99,0,3,98,3,1,0.7996
2915,1928,10,5,5,8,8,2,0,97,8,4,7,2,0.7996
2915,1932,10,2,5,2,0,1,4,98,4,4,1,2,0.7996
2915,1935,10,2,0,2,9,3,2,6,8,6,3,2,0.7996
2915,1938,10,7,3,6,2,2,1,7,4,6,1,2,0.7996
2915,1939,10,2,5,0,0,3,2,5,8,3,2,1,0.7996
2915,1941,10,7,7,8,8,1,99,97,2,5,4,1,0.7996
2915,1946,10,2,2,5,5,1,99,97,4,4,7,2,0.7996
2915,1947,10,5,5,8,2,2,1,0,0,4,3,2,0.7996
2915,1950,10,5,6,5,3,2,1,3,4,5,2,1,0.7996
2915,1952,10,5,10,2,1,1,1,2,0,6,3,2,0.7996
2915,1953,10,7,4,5,2,1,0,97,0,0,2,1,0.7996
2915,1955,10,5,7,3,5,2,1,5,5,7,3,1,0.7996
2915,1956,10,5,7,0,5,2,1,0,0,7,3,1,0.7996
2915,1958,10,8,7,10,9,4,2,4,6,0,3,1,0.7996
2915,1960,10,5,4,5,4,2,2,98,4,5,3,1,0.7996
2915,1961,10,3,5,3,7,8,1,97,6,8,2,1,0.7996
2915,1962,10,10,8,8,0,3,0,97,3,8,3,1,0.7996
2915,1963,10,4,4,8,2,2,1,5,2,8,1,1,0.7996
2915,1964,10,10,99,1,0,1,2,6,7,7,3,1,0.7996
2915,1965,10,5,4,0,8,1,2,97,5,3,3,1,0.7996
2915,1966,10,9,8,0,7,3,3,98,3,2,3,1,0.7996
2915,1968,10,6,3,9,1,1,1,97,5,7,1,1,0.7996
2915,1969,10,1,1,0,6,3,99,6,4,4,7,2,0.7996
2915,1971,10,6,6,4,2,3,1,5,3,6,3,2,0.7996
2915,1972,10,7,7,1,1,2,99,2,0,6,3,1,0.7996
2915,1974,10,7,7,10,0,1,1,97,2,7,3,1,0.7996
2915,1979,10,10,7,10,0,1,1,97,2,7,3,1,0.7996
2915,1980,10,10,6,5,0,1,1,97,0,6,2,1,0.7996
2915,1981,10,5,5,5,0,1,1,97,2,5,1,2,0.7996
2915,1982,10,0,0,2,10,4,3,4,5,6,4,2,0.7996
2915,1983,10,8,4,5,0,3,1,3,0,10,7,1,0.7996
2915,1984,10,2,6,8,7,4,0,97,2,5,3,2,0.7996
2915,1985,10,3,1,10,5,2,2,98,5,2,2,2,0.7996
2915,1986,10,2,3,0,6,1,2,4,7,5,2,1,0.7996
2915,1987,10,2,2,2,98,2,4,2,3,0,1,1,0.7996
2915,1988,10,6,6,8,0,1,1,1,2,7,3,2,0.7996
2915,1990,10,4,5,0,0,4,4,97,7,5,3,1,0.7996
2915,1991,10,1,4,0,6,3,15,3,4,2,3,2,0.7996
2915,1992,10,0,5,0,10,3,2,9,10,5,3,1,0.7996
2915,1993,10,8,2,7,6,4,2,8,8,0,3,1,0.7996
2915,1994,10,0,5,98,0,1,2,97,8,4,3,2,0.7996
2915,1995,10,0,0,10,0,1,1,97,10,10,3,2,0.7996
2915,1996,10,2,3,8,0,3,1,97,2,7,3,1,0.7996
2915,1997,10,5,98,0,98,5,99,97,0,2,3,1,0.7996
2915,1998,10,7,8,4,1,3,3,97,0,0,1,1,0.7996
2915,1999,10,1,3,10,0,1,1,6,3,7,3,2,0.7996
2915,2000,10,3,5,5,0,2,1,5,0,8,3,2,0.7996
2915,2001,10,10,6,0,1,3,1,97,0,6,2,1,0.7996
2915,2002,10,10,3,8,0,1,3,97,6,8,3,1,0.7996
2915,2004,10,9,6,0,8,1,1,97,5,5,2,2,0.7996
2915,2005,10,5,5,5,7,2,2,98,4,3,1,2,0.7996
2915,2006,10,9,7,1,0,3,1,97,2,8,1,1,0.7996
2915,2007,10,6,5,0,0,3,99,97,99,99,3,2,0.7996
2915,2008,10,1,5,5,1,2,0,4,5,5,3,1,0.7996
2915,2009,10,5,9,0,10,4,2,97,8,4,3,2,0.7996
2915,2010,10,1,1,5,9,2,2,7,7,4,1,1,0.7996
2915,2013,10,0,0,0,4,4,11,5,5,0,3,2,0.7996
2915,2014,10,5,6,5,0,1,97,98,98,98,5,1,0.7996
2915,2015,10,6,3,4,2,2,11,7,6,6,2,1,0.7996
2915,2017,7,7,3,5,0,3,2,5,8,5,3,2,0.6303
2915,2019,7,8,5,5,0,3,1,2,3,8,2,2,0.6303
2915,2020,7,8,5,8,0,8,1,3,4,8,3,1,0.6303
2915,2022,7,7,0,4,8,2,2,5,8,3,1,1,0.6303
2915,2023,7,7,4,10,0,1,99,3,5,6,1,2,0.6303
2915,2024,7,5,5,10,5,3,2,5,9,8,3,1,0.6303
2915,2025,7,4,2,5,5,3,1,97,6,6,3,2,0.6303
2915,2026,7,2,0,0,5,2,2,7,8,4,3,2,0.6303
2915,2027,7,5,9,7,0,2,1,1,0,7,3,1,0.6303
2915,2028,7,0,0,0,4,3,99,3,4,3,7,8,0.6303
2915,2029,7,0,4,8,0,1,0,4,4,4,3,1,0.6303
2915,2030,7,3,3,10,10,1,1,0,5,8,3,1,0.6303
2915,2031,7,3,1,2,2,2,4,5,4,4,3,2,0.6303
2915,2032,7,5,4,6,4,3,3,7,7,7,3,1,0.6303
2915,2033,7,10,0,10,0,5,1,5,5,4,3,1,0.6303
2915,2037,7,4,1,5,8,3,2,98,7,7,2,1,0.6303
2915,2038,7,2,0,10,0,1,1,97,0,8,3,1,0.6303
2915,2039,7,7,4,8,98,3,0,4,4,5,3,1,0.6303
2915,2041,7,7,5,9,2,3,1,0,0,10,3,1,0.6303
2915,2043,7,6,6,5,5,3,2,4,8,2,3,1,0.6303
2915,2046,7,4,98,98,5,3,2,5,9,0,3,1,0.6303
2915,2049,7,3,4,3,3,3,99,4,99,99,3,1,0.6303
2915,2050,7,5,7,5,5,3,99,4,6,4,3,2,0.6303
2915,2052,7,8,8,5,5,3,99,7,0,0,2,1,0.6303
2915,2053,7,9,9,98,5,2,2,97,5,5,3,2,0.6303
2915,2054,7,3,9,2,8,1,0,8,2,1,2,2,0.6303
2915,2055,7,5,10,5,7,2,2,5,8,3,2,2,0.6303
2915,2056,7,5,8,5,8,3,1,5,0,7,2,2,0.6303
2915,2057,7,3,3,1,7,2,2,5,7,0,2,2,0.6303
2915,2058,7,5,5,5,5,3,2,5,8,2,3,1,0.6303
2915,2060,7,8,5,5,0,2,0,97,0,10,1,1,0.6303
2915,2061,7,3,9,98,5,8,1,7,8,8,1,1,0.6303
2915,2062,7,3,10,7,5,2,99,97,8,7,3,2,0.6303
2915,2063,7,5,3,10,10,1,2,97,5,6,3,1,0.6303
2915,2064,7,5,6,5,0,3,1,1,1,8,3,2,0.6303
2915,2065,7,10,10,10,3,2,1,3,3,7,3,2,0.6303
2915,2066,7,3,5,0,10,3,1,0,0,0,3,2,0.6303
2915,2069,7,98,98,98,98,3,2,97,8,2,1,1,0.6303
2915,2070,7,6,5,3,3,3,97,3,3,3,2,1,0.6303
2915,2071,7,7,7,98,7,2,1,1,1,7,3,1,0.6303
2915,2072,7,7,5,98,0,2,1,97,1,9,2,1,0.6303
2915,2073,7,6,6,98,0,2,1,1,2,7,2,1,0.6303
2915,2074,7,98,98,2,2,3,1,97,0,10,3,1,0.6303
2915,2075,7,2,8,0,0,3,1,1,2,8,3,2,0.6303
2915,2076,7,5,5,5,0,3,1,97,1,6,2,2,0.6303
2915,2077,7,10,2,8,0,1,1,1,1,8,2,1,0.6303
2915,2078,7,0,0,0,0,3,1,3,3,7,2,1,0.6303
2915,2079,7,8,8,10,0,3,1,2,3,6,2,1,0.6303
2915,2080,7,5,9,0,1,1,3,7,5,2,1,2,0.6303
2915,2081,7,3,8,5,0,3,0,98,3,7,3,1,0.6303
2915,2083,7,7,7,98,5,3,0,97,2,5,2,1,0.6303
2915,2084,7,98,0,98,7,2,2,3,6,3,2,2,0.6303
2915,2085,7,2,7,0,3,1,2,97,10,0,3,1,0.6303
2915,2086,7,8,7,10,0,1,1,97,1,10,1,1,0.6303
2915,2087,7,1,5,0,3,3,1,5,3,8,2,1,0.6303
2915,2088,7,3,8,98,5,1,99,99,99,99,2,1,0.6303
2915,2089,7,6,0,7,7,3,99,97,99,99,1,1,0.6303
2915,2090,7,6,8,6,5,2,1,2,2,7,2,1,0.6303
2915,2091,7,8,8,8,6,2,0,98,3,5,2,2,0.6303
2915,2092,7,10,7,7,3,1,1,5,2,7,2,1,0.6303
2915,2093,7,98,2,98,98,3,2,97,2,6,3,1,0.6303
2915,2094,7,5,8,5,0,1,4,2,2,2,3,2,0.6303
2915,2095,7,5,98,5,0,2,4,3,3,3,3,1,0.6303
2915,2096,7,2,99,8,0,3,1,98,5,7,2,2,0.6303
2915,2097,7,5,8,10,1,3,1,97,6,7,2,1,0.6303
2915,2099,7,6,3,8,1,3,2,97,9,7,3,1,0.6303
2915,2100,7,7,7,7,5,4,2,5,6,4,4,3,0.6303
2915,2101,7,7,6,7,2,3,0,5,3,7,3,1,0.6303
2915,2102,7,7,6,8,98,3,0,6,8,5,3,1,0.6303
2915,2103,7,8,5,10,0,3,1,97,7,7,3,1,0.6303
2915,2104,7,6,6,9,3,3,1,5,3,7,3,1,0.6303
2915,2105,7,6,8,9,4,3,2,6,7,5,3,1,0.6303
2915,2106,7,98,98,98,3,8,1,5,5,6,3,2,0.6303
2915,2110,7,5,5,3,98,3,1,3,3,8,3,2,0.6303
2915,2112,7,9,4,0,4,3,1,2,0,3,3,1,0.6303
2915,2116,7,5,4,0,0,3,1,6,6,6,3,2,0.6303
2915,2117,7,7,5,5,5,3,1,97,5,8,3,1,0.6303
2915,2118,7,1,7,0,0,1,1,97,0,7,1,2,0.6303
2915,2119,7,8,10,10,7,1,1,97,0,7,3,1,0.6303
2915,2120,7,5,0,10,0,3,2,5,7,8,3,1,0.6303
2915,2121,7,4,5,5,0,3,1,98,2,5,3,3,0.6303
2915,2124,7,98,98,98,98,3,99,99,99,99,3,1,0.6303
2915,2125,7,5,5,5,3,3,1,3,3,6,3,1,0.6303
2915,2127,7,98,98,98,0,3,99,98,2,4,3,2,0.6303
2915,2129,7,98,98,3,7,3,2,5,7,3,4,2,0.6303
2915,2130,7,5,4,5,3,3,1,3,1,9,3,2,0.6303
2915,2133,7,6,6,8,4,3,1,5,2,6,3,1,0.6303
2915,2134,7,7,5,9,1,3,1,97,2,9,3,1,0.6303
2915,2135,7,8,4,10,0,3,1,0,0,9,2,1,0.6303
2915,2136,7,6,2,5,1,8,1,5,5,7,3,1,0.6303
2915,2137,7,5,6,8,3,2,99,5,4,7,3,1,0.6303
2915,2138,7,7,2,10,5,1,1,3,0,9,3,1,0.6303
2915,2139,7,5,5,2,9,3,1,3,5,5,3,1,0.6303
2915,2140,7,2,3,3,8,2,3,10,2,2,3,1,0.6303
2915,2141,7,2,2,2,7,2,2,6,5,6,3,1,0.6303
2915,2142,7,10,10,0,0,1,1,3,4,5,2,1,0.6303
2915,2144,7,4,5,5,7,3,0,97,6,6,2,1,0.6303
2915,2145,7,8,7,8,98,3,1,3,3,7,3,1,0.6303
2915,2146,7,3,3,7,0,3,2,98,8,6,3,1,0.6303
2915,2147,7,2,7,2,1,4,1,97,8,7,3,1,0.6303
2915,2148,7,9,5,0,0,1,2,97,10,10,3,1,0.6303
2915,2149,7,9,1,9,1,3,1,4,5,8,3,1,0.6303
2915,2150,7,6,0,10,0,1,1,97,0,9,1,1,0.6303
2915,2151,7,3,3,0,8,3,99,4,6,4,1,1,0.6303
2915,2152,7,10,5,0,0,2,2,5,8,0,3,1,0.6303
2915,2153,7,6,7,0,10,1,1,4,5,6,3,1,0.6303
2915,2154,7,5,5,0,1,3,4,3,3,2,3,2,0.6303
2915,2157,7,5,8,10,10,1,2,6,9,5,3,1,0.6303
2915,2158,7,98,0,10,0,1,1,0,0,10,1,1,0.6303
2915,2159,7,98,98,98,3,8,98,98,5,98,3,1,0.6303
2915,2162,7,2,5,8,0,9,4,4,4,5,2,1,0.6303
2915,2164,7,5,98,5,0,8,1,98,2,98,3,1,0.6303
2915,2166,7,5,5,98,98,3,0,0,0,0,1,1,0.6303
2915,2168,1,4,5,6,2,3,1,7,1,5,3,1,0.7824
2915,2169,1,5,7,8,1,3,3,9,3,2,3,1,0.7824
2915,2170,1,3,6,2,5,3,0,8,1,5,3,2,0.7824
2915,2171,1,4,3,98,3,3,2,6,8,6,4,2,0.7824
2915,2172,1,2,4,8,2,3,4,4,2,2,4,1,0.7824
2915,2173,1,3,5,8,8,3,2,4,7,3,1,1,0.7824
2915,2174,1,8,4,3,2,3,2,99,8,4,3,1,0.7824
2915,2175,1,2,5,8,1,3,2,3,7,5,3,2,0.7824
2915,2176,1,3,6,8,2,3,2,6,7,3,3,2,0.7824
2915,2177,1,6,5,6,1,3,3,8,4,4,3,2,0.7824
2915,2178,1,3,6,9,2,3,1,7,2,9,3,1,0.7824
2915,2179,1,7,5,2,4,3,99,6,2,2,3,2,0.7824
2915,2180,1,3,5,8,3,3,2,2,9,3,3,1,0.7824
2915,2181,1,7,5,3,2,3,2,5,9,2,3,1,0.7824
2915,2183,1,3,6,6,2,3,1,3,2,8,3,1,0.7824
2915,2184,1,8,6,8,1,3,2,5,9,4,3,1,0.7824
2915,2186,1,3,2,98,3,3,1,3,2,7,8,8,0.7824
2915,2187,1,3,7,3,3,3,98,4,6,3,3,1,0.7824
2915,2188,1,5,5,6,3,3,1,4,2,2,3,2,0.7824
2915,2189,1,4,7,8,1,3,3,8,2,2,4,1,0.7824
2915,2190,1,3,8,3,2,3,99,2,2,2,3,2,0.7824
2915,2191,1,3,5,9,1,3,1,5,2,6,3,2,0.7824
2915,2193,1,4,3,8,3,3,3,9,2,2,3,1,0.7824
2915,2194,1,2,6,2,3,3,2,2,7,2,4,1,0.7824
2915,2195,1,3,4,4,2,3,99,5,4,4,3,2,0.7824
2915,2199,1,5,4,7,2,3,2,3,7,3,3,1,0.7824
2915,2200,1,2,5,10,1,3,3,8,4,99,3,1,0.7824
2915,2201,1,5,6,8,2,3,2,4,6,4,3,2,0.7824
2915,2202,1,3,5,7,2,3,2,5,5,5,3,1,0.7824
2915,2203,1,2,98,6,3,3,3,9,4,2,1,2,0.7824
2915,2204,1,2,6,6,4,3,3,9,5,5,3,1,0.7824
2915,2205,1,3,98,6,3,3,3,9,2,2,3,1,0.7824
2915,2206,1,4,6,9,2,3,2,2,9,2,3,1,0.7824
