ID,ID2,CCAA,multicultural,economy,homosexuals,antiterrorist,decentralization,vote,candidate_PSOE,candidate_PP,candidate_IU,national_id,proud_Spain,weight
2767,2750 2767,9,5,7,8,0,4,2,4,10,3,3,1,1.658
2771,2750 2771,9,5,3,0,10,3,1,6,2,4,5,8,1.658
2773,2750 2773,9,6,0,0,10,3,99,8,0,8,4,9,1.658
2774,2750 2774,9,7,2,0,5,3,2,6,8,3,3,1,1.658
2775,2750 2775,9,3,8,10,6,3,1,9,8,97,3,2,1.658
2776,2750 2776,9,2,2,4,5,3,1,8,4,2,2,2,1.658
2777,2750 2777,9,4,4,4,7,3,4,7,6,5,3,3,1.658
2778,2750 2778,9,5,6,5,6,3,98,5,2,1,3,2,1.658
2779,2750 2779,9,5,5,7,3,2,2,5,10,1,2,1,1.658
2780,2750 2780,9,10,7,6,5,3,1,8,2,3,3,2,1.658
2781,2750 2781,9,5,4,7,6,2,0,4,3,4,4,3,1.658
2782,2750 2782,9,5,5,0,5,3,1,6,0,4,3,2,1.658
2783,2750 2783,9,5,7,2,2,2,5,4,2,2,3,2,1.658
2784,2750 2784,9,3,98,2,5,2,0,7,4,6,3,2,1.658
2787,2750 2787,9,9,5,10,0,2,2,3,8,98,1,1,1.658
2789,2750 2789,9,9,3,1,8,3,1,8,5,3,3,2,1.658
2790,2750 2790,9,5,8,9,1,2,99,5,5,2,3,2,1.658
2791,2750 2791,9,3,10,5,0,2,99,7,4,5,3,2,1.658
2792,2750 2792,9,2,0,0,10,3,1,7,3,5,3,1,1.658
2793,2750 2793,9,6,8,8,6,3,99,0,0,0,3,2,1.658
2794,2750 2794,9,6,6,0,3,3,1,8,4,7,4,2,1.658
2795,2750 2795,9,7,3,10,2,1,5,2,3,0,4,1,1.658
2796,2750 2796,9,10,10,5,0,2,0,4,8,2,4,2,1.658
2798,2750 2798,9,1,8,0,5,3,0,5,4,98,3,2,1.658
2804,2750 2804,9,7,9,1,0,2,1,7,5,5,3,1,1.658
2805,2750 2805,9,5,5,5,0,2,1,7,3,97,3,1,1.658
2808,2750 2808,9,5,5,3,5,3,1,7,4,4,1,2,1.658
2809,2750 2809,9,0,2,0,7,3,0,5,4,4,4,3,1.658
2810,2750 2810,9,2,10,0,0,3,1,8,6,6,3,2,1.658
2811,2750 2811,9,2,4,3,5,3,1,7,5,4,1,2,1.658
2813,2750 2813,9,4,6,10,98,2,5,6,5,98,4,2,1.658
2816,2750 2816,9,8,98,2,10,2,0,7,0,98,3,2,1.658
2817,2750 2817,9,6,6,8,3,1,0,3,5,98,3,2,1.658
2819,2750 2819,9,9,98,10,1,3,99,5,4,1,3,2,1.658
2820,2750 2820,9,6,9,10,10,2,2,4,9,98,1,1,1.658
2821,2750 2821,9,2,5,1,1,2,3,6,0,8,3,2,1.658
2822,2750 2822,9,4,98,1,7,3,99,4,2,4,4,3,1.658
2823,2750 2823,9,2,5,98,8,4,3,8,0,5,4,3,1.658
2826,2750 2826,9,10,2,1,5,1,99,4,3,3,3,1,1.658
2827,2750 2827,9,2,4,1,10,3,0,6,4,6,3,3,1.658
2828,2750 2828,9,2,7,1,6,8,99,5,5,0,3,2,1.658
2829,2750 2829,9,2,5,0,8,2,1,7,0,0,3,2,1.658
2830,2750 2830,9,6,1,0,10,3,1,8,3,5,3,2,1.658
2831,2750 2831,9,5,5,0,0,2,1,6,2,5,1,2,1.658
2832,2750 2832,9,7,5,2,0,1,1,7,2,5,2,2,1.658
2833,2750 2833,9,5,10,98,8,3,2,5,8,6,2,2,1.658
2834,2750 2834,9,7,3,0,5,3,1,7,4,4,3,1,1.658
2842,2750 2842,9,1,5,0,10,4,0,2,0,0,5,4,1.658
2847,2750 2847,9,98,98,0,8,3,5,5,3,3,5,9,1.658
2850,2750 2850,9,3,2,3,3,2,1,10,0,0,3,1,1.658
2851,2750 2851,9,2,9,10,8,4,0,5,5,5,5,3,1.658
2854,2750 2854,9,8,5,10,1,2,5,9,5,97,3,1,1.658
2868,2750 2868,9,8,9,10,10,2,2,4,7,3,3,2,1.658
2870,2750 2870,9,5,5,5,2,2,99,6,0,97,5,1,1.658
2871,2750 2871,9,7,5,0,2,3,2,5,7,4,3,1,1.658
2872,2750 2872,9,2,1,2,5,3,5,8,6,5,4,1,1.658
2873,2750 2873,9,8,7,10,0,2,2,4,10,0,3,1,1.658
2874,2750 2874,9,6,7,10,7,2,1,8,5,5,1,1,1.658
2875,2750 2875,9,2,3,3,5,4,6,6,4,5,5,4,1.658
2880,2750 2880,9,2,2,9,8,2,99,5,5,3,3,1,1.658
2882,2750 2882,9,4,3,5,8,3,2,4,4,97,1,2,1.658
2892,2750 2892,9,8,4,7,3,2,1,6,5,4,3,1,1.658
2893,2750 2893,9,5,5,0,7,2,3,3,0,4,3,2,1.658
2895,2750 2895,9,4,1,0,9,3,1,6,4,4,3,1,1.658
2896,2750 2896,9,0,7,0,10,3,1,7,4,8,3,4,1.658
2898,2750 2898,9,2,2,0,7,3,1,6,0,98,3,1,1.658
2899,2750 2899,9,5,3,0,10,4,1,5,3,98,3,2,1.658
2908,2750 2908,9,0,7,0,10,3,1,7,0,1,3,4,1.658
2909,2750 2909,9,0,5,0,5,3,1,6,4,3,3,2,1.658
2910,2750 2910,9,0,0,0,8,4,1,8,4,7,4,3,1.658
2912,2750 2912,9,2,1,2,8,4,3,7,2,6,3,4,1.658
2913,2750 2913,9,7,8,0,1,3,6,8,0,2,5,1,1.658
2914,2750 2914,9,5,98,10,10,4,5,5,5,5,4,3,1.658
2915,2750 2915,9,5,4,10,10,1,99,9,8,4,1,1,1.658
2916,2750 2916,9,3,3,0,7,3,3,7,1,7,4,2,1.658
2918,2750 2918,9,0,3,0,3,3,1,7,1,4,5,4,1.658
2922,2750 2922,9,7,3,8,8,8,49,4,4,3,8,4,1.658
2924,2750 2924,9,5,3,3,2,4,5,7,4,5,4,3,1.658
2925,2750 2925,9,9,2,7,98,1,2,10,2,2,3,1,1.658
2927,2750 2927,9,1,2,8,5,3,1,8,7,4,4,1,1.658
2931,2750 2931,9,9,7,1,1,2,0,7,8,98,1,1,1.658
2934,2750 2934,9,8,98,10,0,2,0,7,4,98,1,2,1.658
2935,2750 2935,9,7,98,1,1,2,2,5,8,98,1,1,1.658
2936,2750 2936,9,0,5,0,98,3,1,8,0,98,3,2,1.658
2937,2750 2937,9,7,2,1,3,3,5,6,4,5,3,2,1.658
2939,2750 2939,9,0,3,0,8,3,1,6,2,2,3,2,1.658
2940,2750 2940,9,5,5,5,10,3,5,4,0,98,5,4,1.658
2942,2750 2942,9,5,1,7,5,2,1,7,5,3,3,1,1.658
2943,2750 2943,9,2,3,1,8,3,1,8,4,5,3,3,1.658
2944,2750 2944,9,0,2,0,10,2,1,10,0,5,4,3,1.658
2945,2750 2945,9,8,5,0,0,3,5,7,7,99,1,1,1.658
2947,2750 2947,9,5,0,0,98,4,0,0,0,0,4,9,1.658
2950,2750 2950,9,0,0,0,10,2,1,9,0,8,3,2,1.658
2953,2750 2953,9,5,0,99,0,2,2,0,4,99,3,1,1.658
2954,2750 2954,9,7,10,0,0,9,1,99,99,98,3,2,1.658
2956,2750 2956,9,7,8,5,10,4,1,5,4,4,3,2,1.658
2957,2750 2957,9,4,4,5,7,3,1,7,6,6,4,3,1.658
2958,2750 2958,9,5,7,1,5,3,1,7,5,5,3,2,1.658
2959,2750 2959,9,7,0,5,5,4,0,5,1,5,5,3,1.658
2961,2750 2961,9,8,4,9,5,3,5,5,2,2,3,3,1.658
2962,2750 2962,9,5,4,9,9,4,6,5,3,98,4,3,1.658
2963,2750 2963,9,3,3,0,7,3,6,8,4,3,3,3,1.658
2964,2750 2964,9,10,2,2,5,2,99,4,1,1,3,1,1.658
2966,2750 2966,9,7,3,2,5,4,99,7,5,5,4,2,1.658
2969,2750 2969,9,5,6,5,6,3,5,5,5,2,4,2,1.658
2971,2750 2971,9,2,3,0,10,4,96,5,4,3,4,3,1.658
2972,2750 2972,9,6,5,7,6,3,99,8,0,6,4,2,1.658
2974,2750 2974,9,5,6,7,4,2,2,5,5,4,2,2,1.658
2975,2750 2975,9,4,2,7,8,3,5,5,1,4,4,2,1.658
2977,2750 2977,9,2,4,0,8,3,3,5,3,5,5,4,1.658
2978,2750 2978,9,4,4,1,7,4,5,6,4,5,2,1,1.658
2979,2750 2979,9,5,4,1,1,2,1,8,4,0,3,2,1.658
2981,2750 2981,9,9,6,3,0,2,1,8,5,97,1,1,1.658
2982,2750 2982,9,8,98,9,8,2,1,10,2,2,3,2,1.658
2985,2750 2985,9,8,98,10,0,2,99,8,8,0,1,1,1.658
2986,2750 2986,9,5,3,5,2,3,5,5,4,98,3,2,1.658
2987,2750 2987,9,5,3,0,5,2,0,5,4,4,3,2,1.658
2988,2750 2988,9,10,5,10,3,2,2,0,6,0,3,1,1.658
2989,2750 2989,9,0,0,0,10,4,3,8,3,9,5,3,1.658
2990,2750 2990,9,1,5,8,5,3,99,5,5,2,4,3,1.658
2992,2750 2992,9,1,8,5,3,3,99,5,5,5,5,2,1.658
2993,2750 2993,9,8,6,8,7,2,0,6,7,0,1,1,1.658
2994,2750 2994,9,6,4,0,98,3,1,5,0,3,3,2,1.658
2996,2750 2996,9,4,5,10,2,2,2,2,3,1,1,9,1.658
2997,2750 2997,9,4,4,0,6,3,1,8,0,5,4,3,1.658
2999,2750 2999,9,2,5,0,1,3,3,5,2,2,1,2,1.658
3000,2750 3000,9,5,5,3,1,1,0,8,5,98,3,1,1.658
3001,2750 3001,9,4,6,0,10,4,1,8,4,98,3,2,1.658
3003,2750 3003,9,7,4,0,8,2,1,5,5,98,3,1,1.658
3004,2750 3004,9,8,0,8,5,2,5,4,4,4,3,1,1.658
3005,2750 3005,9,2,2,0,7,3,1,8,6,8,3,9,1.658
3006,2750 3006,9,7,3,10,8,4,99,8,9,98,5,3,1.658
3008,2750 3008,9,4,6,1,1,1,1,8,6,98,3,2,1.658
3009,2750 3009,9,8,8,2,5,2,1,8,3,5,2,1,1.658
3010,2750 3010,9,6,5,0,0,1,1,7,1,3,1,1,1.658
3011,2750 3011,9,4,8,98,6,2,0,6,4,98,2,2,1.658
3012,2750 3012,9,7,8,2,7,8,0,4,5,3,3,2,1.658
3013,2750 3013,9,6,3,5,0,2,1,7,4,6,3,1,1.658
3014,2750 3014,9,5,7,7,1,3,96,4,4,3,3,3,1.658
3015,2750 3015,9,3,2,2,7,2,1,9,4,8,2,1,1.658
3016,2750 3016,9,2,5,5,5,3,99,8,0,98,4,3,1.658
3017,2750 3017,9,6,5,10,0,3,5,5,8,5,4,2,1.658
3018,2750 3018,9,10,5,10,3,3,0,3,7,4,3,2,1.658
3019,2750 3019,9,5,3,2,8,4,6,8,3,3,5,3,1.658
3021,2750 3021,9,0,5,5,0,2,2,6,9,4,3,1,1.658
3022,2750 3022,9,3,4,98,8,3,1,10,0,3,3,2,1.658
3024,2750 3024,9,2,5,10,0,4,2,4,4,4,3,1,1.658
3025,2750 3025,9,6,7,8,3,1,0,0,0,0,3,2,1.658
3026,2750 3026,9,4,5,10,3,3,1,7,5,98,3,2,1.658
3027,2750 3027,9,6,5,9,1,2,1,8,1,98,3,2,1.658
3028,2750 3028,9,5,2,7,2,3,1,7,4,4,3,2,1.658
3030,2750 3030,9,0,0,5,10,3,1,8,4,6,2,1,1.658
3036,2750 3036,9,5,5,5,5,4,5,7,3,3,5,3,1.658
3037,2750 3037,9,3,2,0,0,3,0,7,4,5,3,2,1.658
3038,2750 3038,9,8,3,0,7,3,99,5,2,0,3,3,1.658
3039,2750 3039,9,5,2,0,2,3,1,7,4,6,4,3,1.658
3040,2750 3040,9,5,5,5,3,3,1,6,3,98,4,2,1.658
3042,2750 3042,9,5,0,10,8,2,99,99,99,99,9,8,1.658
3043,2750 3043,9,0,9,99,5,2,1,8,5,99,2,1,1.658
3044,2750 3044,9,5,2,5,4,3,1,6,3,98,1,2,1.658
3047,2750 3047,9,3,5,5,7,4,6,5,2,4,5,3,1.658
3051,2750 3051,9,3,6,2,98,4,6,7,0,5,3,1,1.658
3054,2750 3054,9,0,7,0,98,3,0,6,2,6,3,8,1.658
3056,2750 3056,9,2,0,10,0,1,99,0,5,0,3,1,1.658
3061,2750 3061,9,5,8,5,3,3,0,5,3,97,3,3,1.658
3064,2750 3064,9,0,4,0,5,3,96,5,0,5,4,9,1.658
3068,2750 3068,9,0,0,0,5,4,99,7,5,7,4,9,1.658
3069,2750 3069,9,2,0,1,9,3,1,8,4,4,4,3,1.658
3070,2750 3070,9,1,0,0,10,4,3,6,3,4,3,2,1.658
3071,2750 3071,9,2,2,2,9,4,5,4,3,3,5,8,1.658
3072,2750 3072,9,10,9,0,8,4,1,6,0,4,4,2,1.658
3073,2750 3073,9,0,3,0,8,4,3,7,2,7,4,8,1.658
3074,2750 3074,9,1,1,0,5,2,99,4,2,4,7,4,1.658
3075,2750 3075,9,0,5,10,0,2,2,0,3,2,3,8,1.658
3077,2750 3077,9,1,0,8,9,1,5,5,5,4,7,3,1.658
3078,2750 3078,9,6,2,10,0,1,1,8,6,97,1,1,1.658
3080,2750 3080,9,4,5,0,10,4,6,5,0,6,4,2,1.658
3082,2750 3082,9,7,5,0,7,2,1,9,5,5,3,2,1.658
3086,2750 3086,9,8,99,7,3,1,1,6,0,98,3,2,1.658
3087,2750 3087,9,2,2,0,9,3,3,5,3,4,3,2,1.658
3088,2750 3088,9,5,10,0,7,1,1,7,2,0,4,9,1.658
3089,2750 3089,9,0,10,10,0,2,99,4,4,3,1,1,1.658
3090,2750 3090,9,6,5,5,0,2,1,9,7,7,3,1,1.658
3093,2750 3093,9,6,3,0,5,2,1,7,3,5,3,2,1.658
3095,2750 3095,9,7,7,9,10,2,0,5,0,99,1,2,1.658
3097,2750 3097,9,99,0,10,10,4,5,1,0,99,5,4,1.658
3099,2750 3099,9,0,1,0,8,3,99,7,3,2,4,2,1.658
3100,2750 3100,9,5,8,0,10,4,5,99,99,99,4,4,1.658
3108,2750 3108,9,0,0,0,10,3,3,7,4,7,4,4,1.658
3112,2750 3112,9,7,5,6,7,3,99,4,6,98,7,9,1.658
3113,2750 3113,9,10,1,0,10,4,3,6,3,4,5,4,1.658
3114,2750 3114,9,0,2,2,5,2,1,5,0,3,1,9,1.658
3115,2750 3115,9,98,99,8,7,8,1,10,0,7,1,1,1.658
3118,2750 3118,9,3,0,0,3,3,1,10,0,5,5,9,1.658
3119,2750 3119,9,0,5,5,5,3,0,6,2,4,3,2,1.658
3134,2750 3134,9,6,6,8,8,3,1,6,6,4,3,2,1.658
3136,2750 3136,9,1,0,0,8,4,3,7,0,9,4,3,1.658
3137,2750 3137,9,4,2,2,2,3,1,6,2,4,4,3,1.658
3138,2750 3138,9,5,4,4,7,3,5,6,3,2,4,3,1.658
3140,2750 3140,9,7,8,10,10,3,5,6,0,99,5,3,1.658
3146,2750 3146,8,5,8,98,98,1,0,6,6,98,1,1,0.835
3147,2750 3147,8,5,2,3,8,8,1,7,6,98,1,1,0.835
3148,2750 3148,8,8,9,9,1,1,2,0,5,0,3,2,0.835
3151,2750 3151,8,5,8,9,1,4,2,5,7,3,1,1,0.835
3152,2750 3152,8,1,4,3,8,2,1,8,8,7,1,2,0.835
3153,2750 3153,8,4,5,1,1,2,1,6,4,3,3,2,0.835
3178,2750 3178,8,2,1,3,7,2,99,8,5,5,2,2,0.835
3179,2750 3179,8,3,1,7,4,1,2,2,6,3,2,1,0.835
3181,2750 3181,8,1,3,0,3,2,0,4,4,4,3,2,0.835
3182,2750 3182,8,3,4,2,1,8,99,5,4,4,3,2,0.835
3183,2750 3183,8,2,3,4,4,2,99,5,4,99,4,2,0.835
3186,2750 3186,8,1,3,2,7,2,1,9,4,5,2,2,0.835
3194,2750 3194,8,2,1,1,7,2,99,7,1,4,3,2,0.835
3195,2750 3195,8,4,3,5,98,2,1,7,5,98,3,2,0.835
3198,2750 3198,8,3,0,5,4,2,0,1,5,1,2,2,0.835
3206,2750 3206,8,7,2,2,98,1,1,5,6,4,3,2,0.835
3207,2750 3207,8,7,5,4,5,1,99,5,5,98,1,1,0.835
3208,2750 3208,8,8,8,8,5,2,0,3,2,2,3,3,0.835
3209,2750 3209,8,7,9,5,0,1,2,5,5,98,2,1,0.835
3210,2750 3210,8,7,8,9,2,1,2,4,6,2,2,1,0.835
3213,2750 3213,8,8,5,7,2,1,99,1,8,1,2,1,0.835
3214,2750 3214,8,5,2,3,0,2,1,8,1,6,3,1,0.835
3215,2750 3215,8,4,4,98,98,2,1,9,3,1,3,1,0.835
3216,2750 3216,8,4,5,98,98,2,1,5,5,98,2,2,0.835
3217,2750 3217,8,98,3,3,98,2,1,7,99,99,3,1,0.835
3242,2750 3242,8,1,2,0,3,1,0,4,4,3,2,1,0.835
3244,2750 3244,8,1,4,2,4,2,1,7,5,5,3,2,0.835
3245,2750 3245,8,0,3,6,2,1,99,5,4,4,2,2,0.835
3247,2750 3247,8,3,1,10,1,1,2,4,8,5,2,2,0.835
3297,2750 3297,8,10,4,9,1,2,2,5,7,0,1,1,0.835
3298,2750 3298,8,98,3,10,2,2,2,3,6,4,2,1,0.835
3300,2750 3300,8,3,0,5,7,2,1,6,4,3,1,2,0.835
3301,2750 3301,8,9,5,6,4,2,49,6,3,2,1,2,0.835
3302,2750 3302,8,0,1,3,8,2,3,3,8,2,1,1,0.835
3303,2750 3303,8,98,1,5,98,8,2,0,5,98,1,1,0.835
3319,2750 3319,8,98,5,10,98,8,0,5,4,98,7,8,0.835
3320,2750 3320,8,1,0,3,10,2,2,7,8,4,3,1,0.835
3322,2750 3322,8,5,5,0,8,2,1,8,4,5,1,1,0.835
3324,2750 3324,8,5,5,10,1,2,2,1,7,0,3,1,0.835
3325,2750 3325,8,9,2,9,1,1,2,10,10,98,3,1,0.835
3326,2750 3326,8,0,1,10,0,2,2,2,7,1,3,1,0.835
3328,2750 3328,8,9,4,10,3,2,1,5,4,5,3,2,0.835
3329,2750 3329,8,3,3,98,1,2,99,3,5,4,3,2,0.835
3330,2750 3330,8,5,4,5,10,2,2,2,8,0,3,2,0.835
3331,2750 3331,8,4,4,4,5,2,99,5,4,2,3,2,0.835
3332,2750 3332,8,3,6,6,7,2,2,3,5,98,3,2,0.835
3343,2750 3343,8,1,1,2,1,2,1,7,4,2,3,1,0.835
3346,2750 3346,8,9,5,8,1,2,99,4,5,0,3,1,0.835
3347,2750 3347,8,98,2,98,98,2,2,98,7,98,1,1,0.835
3350,2750 3350,8,98,5,98,98,2,3,6,0,7,2,1,0.835
3351,2750 3351,8,0,3,5,98,2,1,7,4,5,3,2,0.835
3352,2750 3352,8,2,3,4,9,3,1,7,3,6,7,2,0.835
3381,2750 3381,8,5,4,99,5,2,1,5,5,5,3,2,0.835
3382,2750 3382,8,5,3,98,98,1,2,7,7,98,2,1,0.835
3384,2750 3384,8,3,3,2,1,1,0,3,2,5,2,2,0.835
3386,2750 3386,8,3,7,0,7,8,1,5,0,0,3,8,0.835
3389,2750 3389,8,5,4,6,3,2,3,7,5,5,1,2,0.835
3408,2750 3408,8,8,4,2,1,2,2,3,7,98,1,1,0.835
3410,2750 3410,8,8,9,3,1,1,2,5,10,1,1,1,0.835
3411,2750 3411,8,5,5,10,2,2,2,98,98,98,1,1,0.835
3412,2750 3412,8,7,3,9,1,3,2,4,5,2,1,1,0.835
3413,2750 3413,8,98,98,10,98,2,99,5,5,98,1,1,0.835
3414,2750 3414,8,5,5,98,1,2,96,5,2,2,3,2,0.835
3416,2750 3416,11,5,99,4,0,2,99,3,4,0,3,1,0.822
3418,2750 3418,11,5,0,5,10,2,1,7,4,0,3,1,0.822
3419,2750 3419,11,5,5,7,0,2,99,8,9,0,3,1,0.822
3420,2750 3420,11,3,2,2,6,3,1,8,4,5,3,2,0.822
3421,2750 3421,11,5,5,9,10,3,1,9,5,1,3,1,0.822
3425,2750 3425,11,7,5,5,0,2,2,5,7,0,3,2,0.822
3434,2750 3434,11,3,5,0,8,1,1,6,4,7,3,2,0.822
3435,2750 3435,11,7,6,98,0,8,0,3,2,98,3,2,0.822
3436,2750 3436,11,4,98,0,4,2,1,7,4,98,3,2,0.822
3440,2750 3440,11,6,5,0,2,2,1,9,5,7,3,1,0.822
3441,2750 3441,11,8,6,6,2,8,2,0,8,98,3,1,0.822
3453,2750 3453,11,9,6,2,6,8,1,7,6,98,3,2,0.822
3454,2750 3454,11,7,10,6,98,2,1,7,0,98,3,1,0.822
3456,2750 3456,11,0,98,9,98,8,1,4,0,98,7,3,0.822
3457,2750 3457,11,10,7,10,5,1,1,8,0,2,1,1,0.822
3460,2750 3460,11,98,10,98,98,8,99,5,5,98,3,1,0.822
3462,2750 3462,11,10,8,98,0,1,2,3,6,0,3,1,0.822
3463,2750 3463,11,10,98,10,0,1,2,0,8,0,3,1,0.822
3464,2750 3464,11,0,2,0,8,2,1,10,0,4,3,1,0.822
3465,2750 3465,11,7,7,1,5,8,0,8,3,98,3,1,0.822
3466,2750 3466,11,9,6,9,8,1,1,9,0,1,3,1,0.822
3467,2750 3467,11,98,5,10,9,1,96,5,3,98,2,2,0.822
3470,2750 3470,11,8,2,5,0,2,1,7,4,8,1,1,0.822
3473,2750 3473,11,5,3,99,0,2,1,8,7,5,1,1,0.822
3490,2750 3490,11,5,2,10,10,2,1,10,4,0,3,2,0.822
3498,2750 3498,11,10,6,5,2,2,0,5,3,2,3,1,0.822
3499,2750 3499,11,8,7,7,2,3,2,0,9,2,3,1,0.822
3500,2750 3500,11,3,5,2,98,2,0,4,0,6,3,1,0.822
3501,2750 3501,11,6,5,7,2,2,2,2,8,0,3,1,0.822
3523,2750 3523,11,7,7,98,0,2,1,10,0,3,4,2,0.822
3524,2750 3524,11,5,3,0,0,2,1,9,7,98,3,2,0.822
3531,2750 3531,11,7,7,10,0,8,1,98,98,98,3,1,0.822
3534,2750 3534,11,5,6,1,98,2,1,5,3,3,3,2,0.822
3539,2750 3539,11,5,2,5,5,3,0,7,5,6,4,3,0.822
3543,2750 3543,11,5,2,2,7,3,99,99,99,2,3,2,0.822
3556,2750 3556,11,2,3,1,7,3,3,6,4,5,4,2,0.822
3557,2750 3557,11,8,7,8,0,1,99,5,5,5,4,2,0.822
3561,2750 3561,11,5,4,3,10,2,1,8,5,5,3,1,0.822
3563,2750 3563,11,3,5,98,9,2,1,9,3,4,3,1,0.822
3567,2750 3567,11,10,10,98,0,8,99,98,98,98,3,1,0.822
3577,2750 3577,11,5,0,9,1,3,2,0,8,0,3,1,0.822
3589,2750 3589,11,5,5,3,98,3,4,1,3,0,3,1,0.822
3591,2750 3591,11,6,98,5,98,2,3,4,0,8,4,1,0.822
3596,2750 3596,11,5,3,1,5,2,1,7,4,1,3,1,0.822
3597,2750 3597,11,8,9,9,1,2,0,6,4,5,3,1,0.822
3598,2750 3598,11,7,0,2,0,2,1,7,5,3,1,1,0.822
3601,2750 3601,11,5,2,10,8,3,2,5,7,0,3,1,0.822
3603,2750 3603,11,0,0,1,0,2,1,9,5,4,3,1,0.822
3615,2750 3615,11,1,99,10,0,2,1,5,8,2,1,1,0.822
3619,2750 3619,11,10,5,10,2,3,1,7,3,1,3,1,0.822
3620,2750 3620,11,8,2,10,5,2,1,9,5,3,1,1,0.822
3621,2750 3621,11,5,3,10,0,3,1,10,1,0,3,1,0.822
3622,2750 3622,11,3,1,5,10,2,1,8,4,4,4,2,0.822
3623,2750 3623,11,8,98,9,2,8,99,99,99,99,3,1,0.822
3624,2750 3624,11,98,6,6,1,2,1,7,3,0,3,1,0.822
3625,2750 3625,11,4,5,6,3,2,1,6,3,3,3,1,0.822
3626,2750 3626,11,2,5,2,3,2,3,0,0,6,3,1,0.822
3627,2750 3627,11,5,98,3,2,2,1,9,3,3,3,1,0.822
3628,2750 3628,11,5,7,99,3,2,2,2,9,3,3,1,0.822
3632,2750 3632,11,6,7,5,2,3,0,98,98,98,3,1,0.822
3633,2750 3633,11,6,5,5,0,2,2,7,8,98,3,1,0.822
3634,2750 3634,11,8,0,5,0,2,99,8,3,5,3,1,0.822
3636,2750 3636,11,8,0,2,0,2,1,7,4,4,3,1,0.822
3637,2750 3637,11,10,2,10,0,3,2,6,8,2,3,2,0.822
3639,2750 3639,11,5,3,7,5,2,1,7,0,0,3,1,0.822
3640,2750 3640,11,6,5,5,0,2,1,10,7,98,3,1,0.822
3660,2750 3660,11,10,5,0,0,2,2,6,7,4,3,2,0.822
3664,2750 3664,11,5,5,5,5,3,49,8,5,3,3,2,0.822
3668,2750 3668,11,9,5,0,0,1,1,6,0,3,3,2,0.822
3669,2750 3669,11,10,98,2,0,1,2,0,8,0,3,2,0.822
3673,2750 3673,11,5,3,1,0,2,1,8,4,6,3,2,0.822
3675,2750 3675,11,6,5,6,1,3,1,6,4,3,4,1,0.822
3677,2750 3677,11,5,4,0,0,2,1,5,5,5,3,2,0.822
3678,2750 3678,11,5,2,10,0,3,2,2,6,0,2,1,0.822
3712,2750 3712,1,10,7,8,10,3,1,5,3,4,4,1,0.748
3713,2750 3713,1,98,98,98,98,8,98,98,98,98,3,1,0.748
3715,2750 3715,1,3,5,0,8,2,1,7,0,5,3,1,0.748
3716,2750 3716,1,3,6,2,5,2,99,6,3,5,3,2,0.748
3718,2750 3718,1,6,5,1,2,2,2,5,7,4,4,2,0.748
3719,2750 3719,1,2,8,3,2,1,1,8,6,98,3,2,0.748
3721,2750 3721,1,8,4,0,1,2,49,0,0,0,5,1,0.748
3723,2750 3723,1,5,5,5,8,2,99,98,98,98,1,2,0.748
3724,2750 3724,1,8,1,1,8,2,2,6,5,0,3,1,0.748
3725,2750 3725,1,7,5,1,2,2,1,8,5,98,3,1,0.748
3726,2750 3726,1,1,0,0,10,8,3,6,0,0,3,2,0.748
3728,2750 3728,1,5,5,4,8,3,1,7,4,4,3,3,0.748
3729,2750 3729,1,4,5,7,2,2,2,3,5,2,3,2,0.748
3730,2750 3730,1,5,3,5,5,2,1,9,0,4,2,1,0.748
3731,2750 3731,1,1,2,0,5,2,0,4,0,0,4,1,0.748
3732,2750 3732,1,2,3,3,5,3,99,7,7,5,3,2,0.748
3733,2750 3733,1,5,5,5,5,2,98,9,0,98,3,2,0.748
3734,2750 3734,1,7,2,1,7,2,1,8,3,3,3,1,0.748
3735,2750 3735,1,2,7,0,5,2,0,7,3,5,1,1,0.748
3736,2750 3736,1,0,2,10,7,3,1,10,5,4,2,1,0.748
3737,2750 3737,1,3,5,1,8,3,1,8,5,3,3,1,0.748
3738,2750 3738,1,5,7,1,1,2,0,98,98,98,1,2,0.748
3739,2750 3739,1,1,5,0,5,3,49,5,5,0,4,8,0.748
3740,2750 3740,1,3,3,3,5,2,1,6,5,5,3,1,0.748
3742,2750 3742,1,5,5,0,1,1,1,8,4,4,3,1,0.748
3743,2750 3743,1,2,2,0,2,2,1,10,5,3,3,1,0.748
3744,2750 3744,1,4,5,5,2,3,2,5,8,98,3,2,0.748
3745,2750 3745,1,2,5,2,1,2,1,7,7,98,3,2,0.748
3773,2750 3773,1,7,10,10,0,3,2,98,98,98,3,1,0.748
3774,2750 3774,1,5,3,10,2,3,2,3,6,0,3,2,0.748
3775,2750 3775,1,5,5,8,0,2,2,5,7,3,3,1,0.748
3776,2750 3776,1,5,4,6,1,2,0,98,98,98,3,3,0.748
3779,2750 3779,1,5,98,10,0,8,2,0,10,0,3,1,0.748
3781,2750 3781,1,5,5,5,5,8,2,7,5,5,4,2,0.748
3782,2750 3782,1,0,0,0,98,2,3,4,0,98,3,1,0.748
3788,2750 3788,1,8,2,2,2,2,1,10,7,10,4,1,0.748
3793,2750 3793,1,8,10,1,0,3,0,4,1,0,3,1,0.748
3800,2750 3800,1,2,7,5,2,3,1,8,3,5,3,1,0.748
3804,2750 3804,1,6,7,8,5,2,1,10,10,5,3,2,0.748
